row_label,elapsed_h,sampling_volume,circulation_mL_min,circulation_rpm,filtration_uL_min,Flow rate | cm,Flow rate | time,filtration_amount_L_m2,Filtration amount | Cumulative,pressure_in_kPa,pressure_out_kPa,back_pressure_kPa,tmp_kPa,temperature_C,cell_density_cho_1e5_mL,viability_cho_pct,cell_density_matsuda_1e5_mL,viability_matsuda_pct,glc_g_L,glu_mmol_L,gln_mmol_L,lln_g_L,feed_antibody_g_L,filtrate_antibody_g_L,transmission_pct,antibody_g_m2_1,antibody_g_m2_2,cumulative_transmission_pct,turbidity_feed_od600,turbidity_filtrate_od600,turbidity_plate_reader,ldh_activity_unit,LDH,LDH_2,LDH_3,LDH_4,LDH_5,source_file,experiment,shear_rate,lmh_level,condition,record_sheet,Date removed,Time,flow_pct_initial,Flow rate | %,cell_density_1e5_mL,viability_pct,LDH_6,filtration_flow_cumulative_pct,flow_ratio_pct,Turbidity OD600
Filtration start,0.0,"2.0, 0.0",8.05,920.0,,,,0.0,,1.5,-1.0,-0.4,0.7,9.4,146.0,94.8,,,3.14,0.48,0.32,0.5,0.4960907442,,,,,,1.225,,1.2252,497.992,574.005,535.9985,53.74930776,,0.31,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,2.0,,8.05,950.0,,,,,,1.3,-1.3,-0.8,0.8,4.5,,,,,,,,,,,,,,,,,,,,,,,1.0,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,17.5,"1.5, 1.5",8.05,960.0,5.110791640502591,2.3,0.5661111111111111,17.887770741759073,101.69380461303825,1.4,-1.3,-1.0,1.1,3.6,137.0,93.5,,,3.16,0.5,0.28,0.56,0.4944417638,0.4880146336,98.70012392347186,8.859209207681818,8.729493884460355,98.53581374837624,,0.006,0.0055,610.58,740.681,675.6305,91.99529934,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,24.0,"1.5, 1.5",8.05,950.0,4.962855682355821,2.0,0.5069444444444444,24.43564150161704,101.2951909432291,1.3,-1.3,-1.0,1.1,3.5,153.0,94.5,,,3.08,0.5,0.28,0.58,0.4955504218,0.4870175536,98.27810292865742,3.2411704422890613,3.1921923742436205,98.52324144831825,,0.007,0.0067,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,42.5,"1.5, 1.5",8.05,960.0,5.086035276448436,2.5,0.6183333333333334,43.02608977540492,100.72082472813264,1.4,-1.3,-1.0,1.1,3.3,150.0,94.3,,,2.98,0.48,0.28,0.6,0.4935892604,0.4864321252,98.5499815789752,9.194275048745041,9.048432950433412,98.47597674547828,,0.006,0.0061,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,65.5,,,960.0,,,,,,1.4,-1.3,-1.0,1.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,66.0,"1.5, 1.5",8.05,940.0,5.0173310165794645,2.7,0.6769444444444445,66.76900056402049,100.64849012044306,1.4,-1.3,-1.0,1.1,4.5,162.0,93.7,,,2.92,0.5,0.26,0.64,0.5027857102000001,0.4966994003,98.78948232288084,11.82842101948263,11.671202051711015,98.54556243070911,,0.007,0.0067,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,89.5,"1.5, 1.5",8.05,950.0,5.0883211349996476,2.3,0.5686111111111111,90.5172831202314,100.62011260656902,1.4,-1.3,-1.0,1.1,3.4,145.0,92.2,,,2.86,0.52,0.26,0.64,0.5029401422,0.4972196431000001,98.86258848319865,11.942130858440635,11.801935140331027,98.61988832914356,,0.006,0.0055,701.442,840.448,770.945,98.29208523,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,97.5,,8.05,950.0,,,,,,1.3,-1.3,-1.0,1.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,113.5,"1.5, 1.5",8.05,960.0,4.958327529360972,2.4000000000000004,0.6088888888888888,114.62923991469688,100.4791321565715,1.4,-1.3,-1.1,1.1,3.4,149.0,91.6,,,2.72,0.5,0.28,0.64,0.5037697316,0.4976658068000001,98.78835022886079,12.136872490813703,11.994317491715579,98.66350107020345,,0.007,0.0072,844.038,889.891,866.9645,32.42296724,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,121.5,,8.05,960.0,,,,,,1.4,-1.3,-1.0,1.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,138.0,"1.5, 1.5",8.05,960.0,5.213559686158831,2.9,0.6997222222222222,139.5503635927204,100.60700259877584,1.4,-1.3,-1.0,1.1,3.5,153.0,91.6,,,2.62,0.5,0.24,0.74,0.5042038303,0.4980386153,98.7772375714933,12.559916900143898,12.407036524954519,98.68497806431259,,0.006,0.006,913.502,1013.241,963.3715,70.52612325,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,146.5,,8.05,960.0,,,,,,1.4,-1.3,-1.0,1.1,3.4,,,,,,,,,,,,,,,,,,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,161.5,"1.5, 1.5",8.05,960.0,5.082413641421862,2.9,0.7177777777777777,163.74590091253503,100.87283682413867,1.4,-1.3,-1.0,1.1,3.3,160.0,89.9,,,2.7,0.52,0.24,0.76,0.511118314,0.5035562984,98.52049605876577,12.283132417022435,12.117063556882433,98.67944089890611,,0.01,0.0099,1056.513,1242.043,1149.278,131.1895211,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,173.0,,8.05,960.0,,,,,,1.4,-1.3,-1.3,1.3,3.9,,,,,,,,,,,,,,,,,,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,186.5,"1.5, 1.5",8.0,960.0,5.079540598097145,2.5999999999999996,0.6438888888888888,189.15078651133257,100.90336265508151,1.4,-1.3,-1.3,1.3,3.9,159.0,90.7,,,2.56,0.52,0.26,0.78,0.511586732,0.5039964436,98.5163242271107,12.990852347471485,12.798381072632385,98.65742882338085,,0.009,0.0091,1326.169,1403.109,1364.639,54.40479574,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,196.5,,8.05,960.0,,,,,,1.4,-1.3,-1.4,1.4,4.7,,,,,,,,,,,,,,,,,,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,210.5,"1.5, 1.5",8.1,1000.0,5.4343269721796235,2.4,0.5555555555555556,214.3840686799968,101.32502812403696,1.5,-1.3,-1.3,1.4,4.0,164.0,89.0,,,2.42,0.54,0.28,0.8,0.5139685956,0.5036353664,97.98952128817577,12.939063480453843,12.712928891925932,98.60888200212491,,0.014,0.014,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,234.0,"1.5, 1.5",8.05,1000.0,5.2214523753388855,2.6,0.6263888888888889,239.4251501466653,101.79588800850729,1.5,-1.3,-2.2,2.4,4.1,162.0,87.0,,,2.4,0.56,0.26,0.82,0.504495562,0.4971863437,98.55118283478576,12.751721970671746,12.530828988112285,98.57284899588964,,0.01,0.0208,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,257.0,,8.05,1000.0,,,,,,1.5,-1.2,-3.3,3.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,264.0,"1.5, 1.5",8.05,1010.0,4.91171996762439,2.0,0.5122222222222222,269.82466717555513,101.68433374418709,1.5,-1.2,-3.3,3.4,3.9,155.0,87.5,,,2.36,0.56,0.26,0.86,0.5045928059,0.494459895,97.99186377976064,15.337899511815356,15.072783359997608,98.53887899736775,,0.011,0.0113,1735.967,1842.509,1789.238,75.33657068,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,281.0,"1.5, 1.5",8.05,1000.0,5.207596243427328,2.6000000000000005,0.6280555555555556,287.02750473434304,101.62335293335599,1.5,-1.2,-4.8,4.7,4.0,164.0,84.0,,,2.34,0.56,0.28,0.88,0.5135770892,0.498257784,97.0171361764087,8.757705656326712,8.538780486786978,98.47606791921893,,0.009,0.0089,1704.726,1809.039,1756.8825,73.76042967,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,290.0,,8.0,1010.0,,,,,,1.5,-1.2,-5.9,6.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,306.0,"1.5, 1.5",8.0,1010.0,5.108689232701614,3.1,0.7633333333333333,312.8182184246654,101.70608472087252,1.5,-1.2,-6.5,6.7,3.9,154.0,85.5,,,2.26,0.6,0.26,0.98,0.5144811,0.496585376,96.52159739201304,13.257177207324236,12.828857553167788,98.33291892888383,,0.017,0.017,1785.339,2049.883,1917.611,187.0608563,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,315.5,,8.1,1010.0,,,,,,1.5,-1.2,-7.0,7.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,330.5,,8.05,1010.0,,,,,,1.5,-1.2,-9.5,9.7,4.1,,,,,,,,,,,,,,,,,,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,337.0,"1.5, 1.5",8.05,1010.0,4.9383019739112095,2.6999999999999997,0.6877777777777778,343.9638911651652,101.54517133467542,1.5,-1.2,-10.3,10.5,4.1,157.0,86.0,,,2.12,0.58,0.26,0.96,0.5070926405999999,0.4893660576,96.50427129468385,15.908800702507905,15.354060344466099,98.1665125263183,,0.023,0.0231,2076.906,2199.72,2138.313,86.84261222,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,378.0,"1.5, 1.5",8.05,1020.0,4.913496358209425,3.0,0.7680555555555556,384.3562643268598,101.16225184972689,1.6,-1.2,-18.8,18.8,4.1,160.0,80.1,,,2.06,0.64,0.28,1.02,0.5064088358,0.4822199613,95.22344935751613,20.4688649173386,19.622332517047028,97.92417730207987,,0.041,0.0413,,,,,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,403.0,"1.5, 1.5",8.05,1040.0,4.780372072642174,3.0,0.7894444444444444,408.5909354039888,100.86953195366897,1.6,-1.2,-41.7,41.9,4.1,163.0,78.3,,,2.06,0.62,0.26,0.96,0.5068170058,0.4538158912,89.54235670992553,12.277597499011607,11.342260500868772,97.59502333087521,,0.071,0.0707,2403.907,2494.615,2449.261,64.14024191,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
,425.0,,8.05,1050.0,4.211804837583614,2.3000000000000003,0.6869444444444445,428.37372460648555,100.27905175545584,1.6,-1.1,-74.3,74.6,4.1,163.0,75.7,,,2.1,0.64,0.32,1.06,0.5037742184999999,0.4111530024,81.61453827951303,9.996156580110009,8.555748644402824,97.04134025005227,,0.119,0.1191,2430.581,2642.834,2536.7075,150.0855356,,,01_Perfusion-shear_rate_500_LMH_1.xlsx,01_Perfusion-shear_rate_500_LMH_1,500.0,1.0,500 shear / LMH 1,01-record,,,,,,,,,,
Filtration start,0.0,"2mL, 0mL",32.0,1710.0,,,,0.0,,2.5,-0.8,-0.5,1.5,,166.0,93.8,,,2.42,0.56,0.28,0.38,0.4654274526,,,,,,1.271,,1.2708,674.699,645.333,660.016,20.764897736324144,,0.31,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,3.0,,32.0,1910.0,,,,,,2.5,-1.0,-0.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,1.0,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,18.5,"1.5mL, 1.5mL",32.0,1910.0,,1.0999999999999996,0.4475,,,2.5,-1.0,-0.6,1.3,,165.0,92.3,,,2.42,0.58,0.28,0.44,0.4585831977,0.4472327874,97.52489616782137,,,,,0.002,0.002,788.996,733.63,761.313,39.14967404717438,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,25.0,"1.5mL, 1.5mL",32.0,1900.0,4.568196849512138,1.5,0.41305555555555556,22.840984247560694,91.89385823942347,2.5,-1.0,-0.6,1.3,,154.0,92.2,,,2.34,0.56,0.26,0.44,0.4565110817,0.4465981438,97.82854386292547,10.510825044675736,10.207989109760854,97.11881861197678,,0.002,0.0023,,,,,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,42.0,"1.5mL, 1.5mL",32.0,1910.0,4.659059475462641,1.5,0.405,38.527320000017816,92.26376868517455,2.5,-1.0,-0.6,1.3,,153.0,92.3,,,2.3,0.56,0.26,0.48,0.4610444162,0.4515591426,97.94265513978479,7.196541805786183,7.0443983764930955,97.43056453254596,,0.003,0.003,899.133,805.831,852.482,65.97447689826727,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,48.0,"1.5mL, 1.2mL",32.0,1910.0,4.845784427202972,2.1999999999999997,0.5711111111111111,44.23022634161718,92.68076395048361,2.5,-1.0,-0.7,1.4,,161.0,92.0,,,2.28,0.56,0.24,0.48,0.4551656001,0.4480374746,98.43394898506523,2.612529956097064,2.565157626555609,97.5277842277857,,0.001,0.0012,,,,,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,67.0,"1.5mL, 1.5mL",32.0,1910.0,4.689384714652046,2.0999999999999996,0.5633333333333334,62.34704771114172,93.59502641022192,2.5,-1.0,-0.6,1.3,,167.0,90.3,,,2.38,0.62,0.26,0.54,0.4853968844,0.456663986,94.0805350583334,8.520001259281345,8.19515737721907,97.13176664521058,,0.006,0.0057,,,,,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,91.0,"1.5mL, 1.5mL",32.0,1910.0,4.773507499241197,2.3000000000000003,0.606111111111111,85.05798902448551,94.01245610620386,2.5,-1.0,-1.0,1.7,,161.0,89.1,,,2.3,0.62,0.26,0.58,0.4671538196,0.4565246352,97.72469281978658,10.816661568264156,10.369686592043266,96.78698665797322,,0.005,0.0054,,,,,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,114.5,"1.5mL, 1.5mL",32.0,1910.0,4.762179369711743,2.0999999999999996,0.5547222222222222,107.46685316652491,94.40189796079511,2.5,-1.0,-1.2,2.0,,160.0,89.2,,,2.24,0.64,0.26,0.62,0.4732678954,0.4577107816,96.71283136861601,10.53689122382935,10.243488624455985,96.87693688197935,,0.01,0.0096,1128.039,1062.354,1095.1965,46.44630892223834,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,140.0,"1.5mL, 1.5mL",32.0,1930.0,5.093297488187908,2.3,0.5680555555555555,132.59831915416902,95.26243180016837,2.5,-1.0,-2.2,2.9,,162.0,86.8,,,2.12,0.64,0.24,0.66,0.468043905,0.4570632522,97.6539267614221,11.82827274776032,11.49480625841235,96.93488098969989,,0.006,0.0061,1309.569,1189.953,1249.761,84.58128473841006,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,162.0,"1.5mL, 1.5mL",32.0,1920.0,4.992163885204382,2.0999999999999996,0.5291666666666667,154.78633417563205,96.10130404817912,2.5,-1.0,-4.6,5.4,,156.0,84.2,,,2.1,0.66,0.24,0.68,0.4676006458,0.4555375274,97.42020920878718,10.380047673950214,10.124399903181835,97.02122286042932,,0.006,0.0059,1496.075,1391.431,1443.7530000000002,73.99448201048507,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,187.0,"1.5mL, 1.5mL",32.0,1940.0,4.670958841509995,2.1,0.5655555555555556,178.944140992418,96.24707882788142,2.5,-1.0,-9.4,10.2,,161.0,80.7,,,2.04,0.66,0.26,0.72,0.4674215824,0.451326565,96.55663794612151,11.294043179128174,10.953923776639561,97.01680803256798,,0.004,0.0036,1652.005,1479.843,1565.924,121.73691766263842,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,210.0,"1.5mL, 1.5mL",32.0,1920.0,4.708767343284023,2.3,0.6144444444444445,200.51751121744425,96.03835030458706,2.5,-1.0,-13.4,14.2,,160.0,79.5,,,1.82,0.62,0.24,0.7,0.4683965624,0.4496522152,95.9981885639902,10.094375650533813,9.718574395073576,96.93719773238192,,0.006,0.006,1889.061,1744.471,1816.766,102.24056949176284,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,235.5,"1.5mL, 1.5mL",32.0,1940.0,4.476060749181036,2.3000000000000003,0.6463888888888889,223.93882285323016,95.642332718776,2.5,-1.0,-20.7,21.4,,165.0,78.2,,,1.94,0.7,0.24,0.76,0.4666166294,0.4450110726,95.36974135967216,10.949617674359333,10.47709383633031,96.80624589801678,,0.008,0.0075,,,,,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,259.5,"1.5mL, 1.5mL",32.0,1930.0,4.365474905775954,1.9,0.5475,245.15850842512694,95.02137021956752,2.5,-1.0,-29.5,30.3,,164.0,75.4,,,1.9,0.72,0.26,0.78,0.467986833,0.4387179334,93.74578566401675,9.915995803267025,9.376225819042439,96.61168316806643,,0.011,0.0112,,,,,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,287.0,"1.5mL, 1.5mL",32.0,1930.0,4.277533208765614,2.3000000000000003,0.6763888888888888,268.92678074011627,94.24619746465348,2.5,-0.9,-52.6,53.3,,162.0,77.3,,,1.8,0.7,0.24,0.8,0.4668396858,0.4149643292,88.88797200025877,11.109605633055947,10.145276243976516,96.14422494159591,,0.005,0.0054,2486.417,2311.399,2398.908,123.7564146297072,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,307.0,"1.5mL, 1.5mL",32.0,1930.0,,1.3999999999999995,0.7024999999999999,,,2.5,-1.0,-68.4,69.3,,161.0,74.2,,,1.78,0.72,0.26,0.82,0.467129564,0.3919055766,83.89654751117402,,,,,0.021,0.0209,2646.34,2390.088,2518.214,181.19752689261514,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,315.0,,32.0,1940.0,,,,,,2.5,-1.0,-74.8,75.6,,,,,,,,,,,,,,,,,,,,,,,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,330.5,"1.5mL, 1.5mL",32.0,1940.0,3.9271342032334116,1.9,0.6086111111111111,304.617083982312,92.70314607955156,2.5,-1.0,-80.2,81.0,,158.0,73.3,,,1.74,0.7,0.28,0.84,0.4615645359,0.37021651,80.20904580073912,16.6023413321208,14.003523707390432,94.76844378263291,,0.016,0.0155,2660.596,2621.029,2640.8125,27.97809401120813,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,340.0,,32.0,1940.0,,,,,,2.5,-1.0,-83.3,84.0,,,,,,,,,,,,,,,,,,,,,,,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,354.0,"1.5mL, 1.5mL",32.0,1940.0,3.091198505221633,1.4,0.5697222222222222,321.11016584718135,91.23520943860481,2.5,-1.0,-88.3,89.1,,164.0,70.4,,,1.7,0.74,0.28,0.86,0.4616523453,0.3615336006,78.31295655284956,7.6133458003304755,6.034407239376496,93.98124984679667,,0.03,0.0303,3006.189,2670.586,2838.3875,237.30715708654895,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,363.5,,32.0,1940.0,,,,,,2.5,-1.0,-86.8,87.6,,,,,,,,,,,,,,,,,,,,,,,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
,378.0,"1.5mL, 1.5mL",32.0,1940.0,2.77601500417839,1.5,0.6797222222222222,335.1914782697414,89.1893193260345,2.5,-1.0,-86.8,87.6,,168.0,66.4,,,1.66,0.74,0.28,0.9,0.4618574662,0.3730048069,80.7618874214488,6.502115090515532,5.171632401188622,93.38109816362558,,0.0018,0.0181,2980.372,2952.384,2966.3779999999997,19.790504591848972,,,02_Perfusion-shear_rate_2000_LMH_1.xlsx,02_Perfusion-shear_rate_2000_LMH_1,2000.0,1.0,2000 shear / LMH 1,02_record,,,,,,,,,,
Filtration start,0.0,"2mL, 0mL",65.0,2630.0,,,,0.0,,4.2,-0.5,-0.2,2.1,8.9,,,,,2.18,0.54,0.28,0.46,0.4610021575,,,,,,1.288,,1.2879,595.79,549.445,572.6175000000001,32.770863774090486,,0.31,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,15.5,,,164.0,93.7,,,,
,2.5,,64.5,2730.0,,,,,,4.3,-0.5,0.8,1.1,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,18.0,,,,,,,,
,18.0,"1.5, 1.5",64.5,2740.0,5.324923988417591,2.2,0.5197222222222223,19.16972635830333,,4.2,-0.5,0.3,1.6,3.5,,,,,2.26,0.54,0.28,0.5,0.459462019,0.4463856574,97.15398421213138,8.82252319306301,8.55709090262934,96.99142428276785,,0.003,0.0032,690.84,633.443,662.1415,40.5858079197643,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,9.333333333333334,103.57423389796594,103.57423389796591,163.0,91.6,,,,
,24.0,"1.5, 1.5",64.5,2750.0,5.11844574882365,2.1,0.5161111111111111,25.435748200648074,,4.3,-0.6,0.2,1.7,3.4,,,,,2.2,0.54,0.28,0.52,0.4593451017,0.4537151547,98.77435353524747,2.878632743604042,2.820025674465422,97.23070642485098,,0.002,0.0022,,,,,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,15.5,103.07221204917849,99.55805910766654,162.0,93.0,,,,
,41.5,"1.5, 1.5",64.5,2750.0,4.894639738413664,2.3,0.5911111111111111,42.958647803313376,,4.3,-0.5,0.3,1.6,3.5,,,,,2.18,0.56,0.28,0.56,0.4603743874,0.4490667158,97.54380957988108,8.058076135056963,7.909678039938944,97.60902927312455,,0.004,0.0037,765.431,730.629,748.03,24.608730198854243,,,03_Perfusion-shear_rate_4000_LMH_1.xlsx,03_Perfusion-shear_rate_4000_LMH_1,4000.0,1.0,4000 shear / LMH 1,03_record,,9.0,100.6724939059432,95.20484465420294,161.0,91.2,,,,
