row_label,elapsed_h,sampling_volume,circulation_mL_min,circulation_rpm,filtration_uL_min,Flow rate | cm,Flow rate | time,filtration_amount_L_m2,Filtration amount | Cumulative,pressure_in_kPa,pressure_out_kPa,back_pressure_kPa,tmp_kPa,temperature_C,cell_density_cho_1e5_mL,viability_cho_pct,cell_density_matsuda_1e5_mL,viability_matsuda_pct,glc_g_L,glu_mmol_L,gln_mmol_L,lln_g_L,feed_antibody_g_L,filtrate_antibody_g_L,transmission_pct,antibody_g_m2_1,antibody_g_m2_2,cumulative_transmission_pct,turbidity_feed_od600,turbidity_filtrate_od600,turbidity_plate_reader,ldh_activity_unit,LDH,LDH_2,LDH_3,LDH_4,LDH_5,source_file,experiment,shear_rate,lmh_level,condition,record_sheet,Date removed,Time,flow_pct_initial,Flow rate | %,cell_density_1e5_mL,viability_pct,LDH_6,filtration_flow_cumulative_pct,flow_ratio_pct,Turbidity OD600
,306.0,"1.5mL, 1.5mL",32.0,2100.0,0.6197909411701213,0.3,0.6088888888888889,362.7947842310001,,3.0,-0.8,-97.7,98.8,3.7,152.0,75.0,,,1.28,0.56,0.3,1.1,0.47855504,0.0821887808,17.17436322476094,2.066415391074166,0.3565110103145633,60.9537657881122,,0.069,0.069,2724.837,2631.122,2677.9795,66.2665119988974,,,07_Perfusion-sheer_rate_2000_LMH_10.xlsx,07_Perfusion-sheer_rate_2000_LMH_10,2000.0,10.0,2000 shear / LMH 10,07_record,,,,,,,,11.637258245346956,1.216707776148648,
,330.0,"1.5mL, 1.5mL",32.0,2030.0,1.0899171624908994,0.2,0.23083333333333333,366.89808367978657,,2.8,-0.8,-97.9,98.9,3.7,156.0,71.3,,,1.22,0.56,0.3,1.1,0.4795406016,0.08262946560000001,17.230963410460884,1.965676659030994,0.33814930980153535,60.45465619336948,,0.066,0.066,2999.718,2831.62,2915.669,118.86323570389624,,,07_Perfusion-sheer_rate_2000_LMH_10.xlsx,07_Perfusion-sheer_rate_2000_LMH_10,2000.0,10.0,2000 shear / LMH 10,07_record,,,,,,,,10.912960098029368,2.139609663311542,
,354.0,"1.5mL, 1.5mL",32.0,2020.0,0.9567477063696521,0.3,0.39444444444444443,371.8100793650519,,2.8,-0.8,-98.2,99.2,3.7,155.0,69.9,,,1.2,0.56,0.3,1.12,0.4805029568,0.0817305728,17.00937978494454,2.3578649082637777,0.4036678997254204,59.869669229078845,,0.059,0.0586,3149.152,3007.886,3078.5190000000002,99.89014655109888,,,07_Perfusion-sheer_rate_2000_LMH_10.xlsx,07_Perfusion-sheer_rate_2000_LMH_10,2000.0,10.0,2000 shear / LMH 10,07_record,,,,,,,,10.309294843525112,1.8781855248717159,
Filtration start,0.0,"2mL, 0mL",65.0,2580.0,,,,0.0,,4.0,-0.4,-6.8,8.6,10.5,67.2,85.9,,,2.72,0.76,0.3,0.4,,,,,,,0.811,,0.8108,,,,,,1.0,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,,,
,1.0,"2mL, -",65.0,2590.0,,,,,,4.0,-0.5,-2.2,3.95,10.3,153.0,93.5,,,2.68,0.76,0.28,0.42,0.490957146,,,,,,1.279,,1.279,651.723,620.501,636.112,22.077287922206374,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,,,
,2.0,"1.5mL, 1.5mL",65.0,2750.0,50.317842334996534,1.2000000000000002,0.03,20.127136933998617,,4.2,-0.6,-3.5,5.3,4.1,153.0,92.9,,,2.64,0.74,0.26,0.4,0.494784253,0.482180827,97.45274310498317,9.920076059592184,9.704919531977698,97.83110002058461,,0.002,0.0023,,,,,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,99.08337840826363,99.08337840826363,
,19.5,"1.5mL, 1.5mL",65.0,2770.0,5.909446468224908,6.0,1.2772222222222223,118.52489233963614,,4.2,-0.5,-93.2,95.05,3.9,151.0,91.0,,,2.62,0.76,0.28,0.46,0.488808775,0.319057352,65.27242723905682,48.39167309391719,39.420019179450215,84.24535265114994,,0.0,0.0002,728.179,690.008,709.0935,26.99097294467166,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,59.84443328350011,11.636586415933525,
,25.0,"1.5mL, 1.5mL",65.0,2800.0,12.579460583749135,0.5,0.05,128.69379121822186,,4.3,-0.5,-93.0,94.9,3.5,161.0,91.5,,,2.58,0.76,0.24,0.46,0.491768551,0.299006208,60.80222238530255,4.985695835363993,3.142512921089349,82.5743466291649,,0.002,0.0017,,,,,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,50.683475373110035,24.770844602065907,
,42.0,"1.5mL, 1.5mL",65.0,2780.0,2.9029524424036492,0.10000000000000009,0.043333333333333335,155.01389336268159,,4.3,-0.5,-94.0,95.9,3.5,162.0,91.5,,,2.52,0.76,0.24,0.52,0.492545301,0.226887958,46.06438383217872,12.953620563423305,6.9207940831477295,77.6228440703833,,-0.001,-0.0011,861.524,805.121,833.3225,39.882943779264856,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,36.33876256802513,5.716348754322907,
,49.0,"1.5mL, 1.0mL",65.0,2780.0,8.923361202265392,0.3999999999999999,0.05638888888888889,163.2923129139499,,4.3,-0.5,-94.3,96.2,3.6,158.0,91.0,,,2.46,0.76,0.26,0.52,0.492086182,0.228221578,46.37837564802826,4.075596259830758,1.8837938403955254,76.0295998592588,,0.001,0.0008,,,,,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,32.81092400968833,17.57143656501226,
,67.0,"1.5mL, 1.0mL",65.0,2770.0,6.203569602944783,0.6000000000000005,0.12166666666666667,190.52078836332822,,4.4,-0.5,-93.2,95.1,3.7,156.0,89.4,,,2.5,0.78,0.26,0.58,0.491648573,0.190115896,38.669062912138266,13.392798812608849,5.695345820181971,71.24175163959482,,0.0,-0.0002,953.728,885.124,919.4259999999999,48.510353616521854,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,27.99731397606575,12.215758981840729,
,91.0,"1.5mL, 1.0mL",65.0,2780.0,5.480161046385762,1.1,0.2525,218.56174192172153,,4.3,-0.4,-91.4,93.4,3.5,158.0,88.8,,,2.44,0.8,0.24,0.64,0.492297697,0.191549418,38.90926550485163,13.795395830512161,5.351129672361801,67.0777206298207,,0.003,0.0033,,,,,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,23.647299479046755,10.791259034563366,
,114.0,"1.5mL, 1.0mL",65.0,2780.0,1.6961070449998767,0.09999999999999964,0.07416666666666667,235.06715853190852,,4.3,-0.5,-92.2,94.1,3.5,150.0,87.7,,,2.44,0.82,0.24,0.64,0.493502496,0.186747669,37.84128155655772,8.135521439933868,3.121975511677575,65.05857735153685,,0.008,0.0082,1052.931,1047.591,1050.261,3.7759502115362666,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,20.3018636563927,3.339889159829098,
,122.0,"1.5mL, 0.6mL",65.0,2770.0,4.396704670048239,0.8999999999999999,0.2575,239.941407903947,,4.3,-0.5,-92.4,94.4,3.6,166.0,88.4,,,2.28,0.76,0.24,0.68,0.492611265,0.188067427,38.17765454470474,2.4032821901563826,0.9134711231542735,64.5079209135794,,0.01,0.0097,,,,,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,19.363959812980276,8.6577709288774,
,138.0,"1.5mL, 1.0mL",65.0,2770.0,5.069334862107859,0.9,0.22333333333333333,255.08707115539676,,4.3,-0.5,-92.9,94.9,3.5,160.0,86.0,,,2.26,0.8,0.24,0.72,0.493547428,0.177760074,36.016817009934854,7.468013738333907,2.770350069132698,62.87703895937389,,0.021,0.021,1318.67,1253.037,1285.8535000000002,46.409539369616695,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,18.199445723904965,9.982280660534022,
,145.0,"1.5mL, 0.5mL",65.0,2770.0,,,,,,4.3,-0.5,-92.5,94.4,3.6,160.0,88.0,,,2.22,0.8,0.24,0.72,0.492466192,0.170384295,34.59817095424086,,,,,0.034,0.0336,,,,,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,,,
,162.5,"1.5mL, 0.8mL",65.0,2770.0,4.800642201572107,0.9,0.23583333333333334,279.2685149614127,,4.3,-0.4,-93.0,94.9,3.6,159.0,83.4,,,2.08,0.8,0.24,0.76,0.493292176,0.155512281,31.525389731703346,11.923916659295884,4.059714993167077,60.375910536045055,,0.04,0.04,1481.009,1437.472,1459.2404999999999,30.785307932518744,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,16.920664358571873,9.45318451244918,
,169.0,"1.5mL, 0.4mL",65.0,2780.0,4.824080756484353,0.7999999999999998,0.2086111111111111,285.52458488414936,,4.3,-0.4,-92.7,94.7,3.5,151.0,86.7,,,2.14,0.8,0.24,0.78,0.492317534,0.146900155,29.83849748483669,3.083021631144114,0.9459566725605665,59.724480414097684,,0.051,0.0505,,,,,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,16.63434117275986,9.49933854247001,
,186.5,"1.5mL, 0.7mL",65.0,2770.0,4.501596232753168,0.5,0.13972222222222222,301.84451961531505,,4.3,-0.4,-92.7,94.6,3.6,157.0,83.1,,,2.04,0.8,0.24,0.8,0.495644892,0.134179141,27.071627926713305,8.061741154582055,2.293597882501001,58.0277113581392,,0.071,0.0709,1757.783,1565.949,1661.866,135.64712226214004,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,15.93504372244919,8.864318147856585,
,194.5,,65.0,2770.0,,,,,,4.3,-0.4,-92.2,94.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,,,
,210.0,"1.5mL, 0.5mL",65.0,2770.0,2.598912947001252,0.39999999999999947,0.19361111111111112,318.53071618773794,,4.3,-0.4,-92.7,94.7,3.6,158.0,81.0,,,1.98,0.82,0.22,0.84,0.495991442,0.099754059,20.112052457550266,8.2733193987404,1.9517276800079588,56.21142708276693,,0.114,0.1141,2019.648,1883.732,1951.69,96.10712527175075,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,14.93416082271733,5.117649386940438,
,217.0,"1.5mL, 0.5mL",65.0,2690.0,4.489324223196715,0.7999999999999998,0.22416666666666665,323.4924822068765,,4.3,-0.4,-92.5,94.3,3.5,151.0,83.3,,,2.04,0.84,0.24,0.84,0.496542576,0.107183374,21.585938282158505,2.4623607816757325,0.5133875615735818,55.66491214425825,,0.094,0.0941,,,,,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,14.677539539845485,8.840152720439875,
,259.0,"1.5mL, 0.6mL",65.0,2770.0,2.7506716682300687,1.0999999999999996,0.5030555555555556,353.900464950869,,4.3,-0.4,-91.7,93.7,3.7,154.0,79.6,,,1.92,0.86,0.26,0.92,0.497891731,0.097449382,19.572404186001634,15.11937062364506,3.1112346566518116,52.6238748948318,,0.07,0.0695,2404.846,2244.645,2324.7455,113.27921345286612,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,13.45334159750279,5.416485070357865,
,283.0,"1.5mL, 0.4mL",65.0,2770.0,4.410979685210732,0.5999999999999996,0.1711111111111111,371.0884281991269,,4.3,-0.4,-91.3,93.2,3.7,152.0,72.5,,,1.9,0.88,0.24,0.94,0.500381394,0.103218364,20.627938056385844,8.579140892111791,1.7245349216793773,51.09941190601658,,0.057,0.057,2685.569,2526.421,2605.995,112.53463001227676,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,12.910402337436471,8.685880574750376,
,306.5,"1.5mL, 0.5mL",65.0,2780.0,5.34348768159255,0.7999999999999998,0.18833333333333332,394.0114265111146,,4.3,-0.4,-91.9,93.8,3.6,160.0,71.9,,,1.82,0.88,0.26,0.98,0.504324894,0.102680853,20.36006039392535,11.515440271933727,2.3599137018652976,49.287749099940285,,0.051,0.0512,2962.757,2630.02,2796.3885,235.28058905166833,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,12.656893867027701,10.522128680523567,
,330.5,"1.5mL, 0.35mL",65.0,2780.0,6.733986334795075,1.2000000000000002,0.22416666666666665,422.9973641504449,,4.3,-0.4,-91.2,93.2,3.7,157.0,69.4,,,1.82,0.9,0.26,1.02,0.5020706460000001,0.09358092800000001,18.638996074667947,14.585659181470076,2.8444158725249507,47.210276850424606,,0.079,0.0786,3212.002,2764.952,2988.477,316.1120865294459,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,12.601289753035374,13.260229080659816,
,337.0,"1.5mL, 0.25mL",65.0,2760.0,6.203569602944776,1.0999999999999996,0.22305555555555556,431.40677550997583,,4.3,-0.4,-90.9,92.9,4.0,149.0,76.1,,,1.78,0.88,0.24,1.0,0.5053150710000001,0.09300900100000001,18.406140314781943,4.235760445984494,0.7845557342533328,46.64074624586666,,,,,,,,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,12.603926482437144,12.215758981840716,
,378.0,"1.5mL, 0.4mL",65.0,2780.0,6.88047844083516,1.0999999999999999,0.2011111111111111,485.0513724894736,,4.3,-0.4,-89.2,91.2,3.7,159.0,63.4,,,1.7,0.9,0.28,1.04,0.501284097,0.09945029000000001,19.83910732360616,26.999303343628878,5.16220055032744,43.54936077536797,,,,3356.865,3072.979,3214.9219999999996,200.73771568392422,,,08_Perfusion-shear_rate_4000_LMH_10.xlsx,08_Perfusion-shear_rate_4000_LMH_10,4000.0,10.0,4000 shear / LMH 10,08_record,,,,,,,,12.634112462674022,13.548694008864773,
